study_id,n_months,age,starting_age,eng_completed,fr_completed,num_datapts,vocabulary_type_step1,vocabulary_score,num_missing_datapts,total
S001,6,22.096774193548388,17.129032258064516,TRUE,TRUE,13,concept,46,0,733
S001,7,23.035714285714285,17.129032258064516,TRUE,TRUE,13,English,43,0,680
S001,7,23.035714285714285,17.129032258064516,TRUE,TRUE,13,French,29,0,664
S001,7,23.035714285714285,17.129032258064516,TRUE,TRUE,13,word,72,0,1344
S001,7,23.035714285714285,17.129032258064516,TRUE,TRUE,13,concept,65,0,733
S001,8,24.032258064516128,17.129032258064516,TRUE,TRUE,13,English,62,0,680
S001,8,24.032258064516128,17.129032258064516,TRUE,TRUE,13,French,43,0,664
S001,8,24.032258064516128,17.129032258064516,TRUE,TRUE,13,word,105,0,1344
S001,8,24.032258064516128,17.129032258064516,TRUE,TRUE,13,concept,94,0,733
S001,9,25,17.129032258064516,TRUE,TRUE,13,English,83,0,680
S001,9,25,17.129032258064516,TRUE,TRUE,13,French,56,0,664
S001,9,25,17.129032258064516,TRUE,TRUE,13,word,139,0,1344
S001,9,25,17.129032258064516,TRUE,TRUE,13,concept,123,0,733
S001,10,26.06451612903226,17.129032258064516,TRUE,TRUE,13,English,93,0,680
S001,10,26.06451612903226,17.129032258064516,TRUE,TRUE,13,French,80,0,664
S001,10,26.06451612903226,17.129032258064516,TRUE,TRUE,13,word,173,0,1344
S001,10,26.06451612903226,17.129032258064516,TRUE,TRUE,13,concept,149,0,733
S001,11,27,17.129032258064516,TRUE,TRUE,13,English,103,0,680
S001,11,27,17.129032258064516,TRUE,TRUE,13,French,94,0,664
S001,11,27,17.129032258064516,TRUE,TRUE,13,word,197,0,1344
S001,11,27,17.129032258064516,TRUE,TRUE,13,concept,170,0,733
S001,12,28.06451612903226,17.129032258064516,TRUE,TRUE,13,English,120,0,680
S001,12,28.06451612903226,17.129032258064516,TRUE,TRUE,13,French,103,0,664
S001,12,28.06451612903226,17.129032258064516,TRUE,TRUE,13,word,223,0,1344
S001,12,28.06451612903226,17.129032258064516,TRUE,TRUE,13,concept,194,0,733
S001,13,29.096774193548388,17.129032258064516,TRUE,TRUE,13,English,142,0,680
S001,13,29.096774193548388,17.129032258064516,TRUE,TRUE,13,French,112,0,664
S001,13,29.096774193548388,17.129032258064516,TRUE,TRUE,13,word,254,0,1344
S001,13,29.096774193548388,17.129032258064516,TRUE,TRUE,13,concept,216,0,733
S006,1,16.581720430107527,16.581720430107527,TRUE,NA,14,English,10,0,680
S006,1,16.581720430107527,16.581720430107527,TRUE,NA,14,word,10,0,680
S006,1,16.581720430107527,16.581720430107527,TRUE,NA,14,concept,10,0,680
S006,2,17.59784946236559,16.581720430107527,TRUE,NA,14,English,21,0,680
S006,2,17.59784946236559,16.581720430107527,TRUE,NA,14,word,21,0,680
S006,2,17.59784946236559,16.581720430107527,TRUE,NA,14,concept,21,0,680
S006,3,18.61505376344086,16.581720430107527,TRUE,NA,14,English,50,0,680
S006,3,18.61505376344086,16.581720430107527,TRUE,NA,14,word,50,0,680
S006,3,18.61505376344086,16.581720430107527,TRUE,NA,14,concept,50,0,680
S006,4,19.59784946236559,16.581720430107527,TRUE,NA,14,English,65,0,680
S006,4,19.59784946236559,16.581720430107527,TRUE,NA,14,word,65,0,680
S006,4,19.59784946236559,16.581720430107527,TRUE,NA,14,concept,65,0,680
S006,5,20.677419354838708,16.581720430107527,TRUE,NA,14,English,147,0,680
S006,5,20.677419354838708,16.581720430107527,TRUE,NA,14,word,147,0,680
S006,5,20.677419354838708,16.581720430107527,TRUE,NA,14,concept,147,0,680
S006,6,21.58410138248848,16.581720430107527,TRUE,NA,14,English,261,0,680
S006,6,21.58410138248848,16.581720430107527,TRUE,NA,14,word,261,0,680
S006,6,21.58410138248848,16.581720430107527,TRUE,NA,14,concept,261,0,680
S006,7,22.532258064516128,16.581720430107527,TRUE,NA,14,English,329,0,680
S006,7,22.532258064516128,16.581720430107527,TRUE,NA,14,word,329,0,680
S006,7,22.532258064516128,16.581720430107527,TRUE,NA,14,concept,329,0,680
S006,8,23.748387096774195,16.581720430107527,TRUE,NA,14,English,404,0,680
S006,8,23.748387096774195,16.581720430107527,TRUE,NA,14,word,404,0,680
S006,8,23.748387096774195,16.581720430107527,TRUE,NA,14,concept,404,0,680
S006,9,24.63010752688172,16.581720430107527,TRUE,NA,14,English,463,0,680
S006,9,24.63010752688172,16.581720430107527,TRUE,NA,14,word,463,0,680
S006,9,24.63010752688172,16.581720430107527,TRUE,NA,14,concept,463,0,680
S006,10,25.781720430107526,16.581720430107527,TRUE,NA,14,English,503,0,680
S006,10,25.781720430107526,16.581720430107527,TRUE,NA,14,word,503,0,680
S006,10,25.781720430107526,16.581720430107527,TRUE,NA,14,concept,503,0,680
S006,11,26.59784946236559,16.581720430107527,TRUE,NA,14,English,524,0,680
S006,11,26.59784946236559,16.581720430107527,TRUE,NA,14,word,524,0,680
S006,11,26.59784946236559,16.581720430107527,TRUE,NA,14,concept,524,0,680
S006,12,27.838709677419356,16.581720430107527,TRUE,NA,14,English,555,0,680
S006,12,27.838709677419356,16.581720430107527,TRUE,NA,14,word,555,0,680
S006,12,27.838709677419356,16.581720430107527,TRUE,NA,14,concept,555,0,680
S006,13,28.581720430107527,16.581720430107527,TRUE,NA,14,English,568,0,680
S006,13,28.581720430107527,16.581720430107527,TRUE,NA,14,word,568,0,680
S006,13,28.581720430107527,16.581720430107527,TRUE,NA,14,concept,568,0,680
S006,14,29.66236559139785,16.581720430107527,TRUE,NA,14,English,577,0,680
S006,14,29.66236559139785,16.581720430107527,TRUE,NA,14,word,577,0,680
S006,14,29.66236559139785,16.581720430107527,TRUE,NA,14,concept,577,0,680
S009,1,17.358064516129033,17.358064516129033,TRUE,TRUE,13,English,57,0,680
S009,1,17.358064516129033,17.358064516129033,TRUE,TRUE,13,French,47,0,664
S009,1,17.358064516129033,17.358064516129033,TRUE,TRUE,13,word,104,0,1344
S009,1,17.358064516129033,17.358064516129033,TRUE,TRUE,13,concept,84,0,733
S009,2,18.523655913978494,17.358064516129033,TRUE,TRUE,13,English,115,0,680
S009,2,18.523655913978494,17.358064516129033,TRUE,TRUE,13,French,98,0,664
S009,2,18.523655913978494,17.358064516129033,TRUE,TRUE,13,word,213,0,1344
S009,2,18.523655913978494,17.358064516129033,TRUE,TRUE,13,concept,153,0,733
S009,3,19.45806451612903,17.358064516129033,TRUE,TRUE,13,English,152,0,680
S009,3,19.45806451612903,17.358064516129033,TRUE,TRUE,13,French,128,0,664
S009,3,19.45806451612903,17.358064516129033,TRUE,TRUE,13,word,280,0,1344
S009,3,19.45806451612903,17.358064516129033,TRUE,TRUE,13,concept,193,0,733
S009,4,20.426881720430107,17.358064516129033,TRUE,TRUE,13,English,202,0,680
S009,4,20.426881720430107,17.358064516129033,TRUE,TRUE,13,French,172,0,664
S009,4,20.426881720430107,17.358064516129033,TRUE,TRUE,13,word,374,0,1344
S009,4,20.426881720430107,17.358064516129033,TRUE,TRUE,13,concept,247,0,733
S009,5,21.483870967741936,17.358064516129033,TRUE,TRUE,13,English,228,0,680
S009,5,21.483870967741936,17.358064516129033,TRUE,TRUE,13,French,210,0,664
S009,5,21.483870967741936,17.358064516129033,TRUE,TRUE,13,word,438,0,1344
S009,5,21.483870967741936,17.358064516129033,TRUE,TRUE,13,concept,291,0,733
S009,6,22.436635944700463,17.358064516129033,TRUE,TRUE,13,English,256,0,680
S009,6,22.436635944700463,17.358064516129033,TRUE,TRUE,13,French,252,0,664
S009,6,22.436635944700463,17.358064516129033,TRUE,TRUE,13,word,508,0,1344
S009,6,22.436635944700463,17.358064516129033,TRUE,TRUE,13,concept,341,0,733
S009,7,23.339861751152075,17.358064516129033,TRUE,TRUE,13,English,275,0,680
S009,7,23.339861751152075,17.358064516129033,TRUE,TRUE,13,French,291,0,664
S009,7,23.339861751152075,17.358064516129033,TRUE,TRUE,13,word,566,0,1344
S009,7,23.339861751152075,17.358064516129033,TRUE,TRUE,13,concept,380,0,733
S009,8,24.3247311827957,17.358064516129033,TRUE,TRUE,13,English,299,0,680
S009,8,24.3247311827957,17.358064516129033,TRUE,TRUE,13,French,326,0,664
S009,8,24.3247311827957,17.358064516129033,TRUE,TRUE,13,word,625,0,1344
S009,8,24.3247311827957,17.358064516129033,TRUE,TRUE,13,concept,409,0,733
S009,9,25.33010752688172,17.358064516129033,TRUE,TRUE,13,English,355,0,680
S009,9,25.33010752688172,17.358064516129033,TRUE,TRUE,13,French,372,0,664
S009,9,25.33010752688172,17.358064516129033,TRUE,TRUE,13,word,727,0,1344
S009,9,25.33010752688172,17.358064516129033,TRUE,TRUE,13,concept,460,0,733
S009,10,26.4247311827957,17.358064516129033,TRUE,TRUE,13,English,401,0,680
S009,10,26.4247311827957,17.358064516129033,TRUE,TRUE,13,French,407,0,664
S009,10,26.4247311827957,17.358064516129033,TRUE,TRUE,13,word,808,0,1344
S009,10,26.4247311827957,17.358064516129033,TRUE,TRUE,13,concept,508,0,733
S009,11,27.265591397849462,17.358064516129033,TRUE,TRUE,13,English,421,0,680
S009,11,27.265591397849462,17.358064516129033,TRUE,TRUE,13,French,450,0,664
S009,11,27.265591397849462,17.358064516129033,TRUE,TRUE,13,word,871,0,1344
S009,11,27.265591397849462,17.358064516129033,TRUE,TRUE,13,concept,533,0,733
S009,12,28.29032258064516,17.358064516129033,TRUE,TRUE,13,English,484,0,680
S009,12,28.29032258064516,17.358064516129033,TRUE,TRUE,13,French,465,0,664
S009,12,28.29032258064516,17.358064516129033,TRUE,TRUE,13,word,949,0,1344
S009,12,28.29032258064516,17.358064516129033,TRUE,TRUE,13,concept,577,0,733
S009,13,29.291397849462367,17.358064516129033,TRUE,TRUE,13,English,539,0,680
S009,13,29.291397849462367,17.358064516129033,TRUE,TRUE,13,French,493,0,664
S009,13,29.291397849462367,17.358064516129033,TRUE,TRUE,13,word,1032,0,1344
S009,13,29.291397849462367,17.358064516129033,TRUE,TRUE,13,concept,615,0,733
S010,1,16.892473118279568,16.892473118279568,TRUE,TRUE,13,English,9,2,680
S010,1,16.892473118279568,16.892473118279568,TRUE,TRUE,13,French,9,1,664
S010,1,16.892473118279568,16.892473118279568,TRUE,TRUE,13,word,18,2,1344
S010,1,16.892473118279568,16.892473118279568,TRUE,TRUE,13,concept,14,2,733
S010,2,17.710752688172043,16.892473118279568,FALSE,TRUE,13,English,NA,2,680
S010,2,17.710752688172043,16.892473118279568,FALSE,TRUE,13,French,12,1,664
S010,2,17.710752688172043,16.892473118279568,FALSE,TRUE,13,word,NA,2,1344
S010,2,17.710752688172043,16.892473118279568,FALSE,TRUE,13,concept,NA,2,733
S010,3,18.698924731182796,16.892473118279568,FALSE,FALSE,13,English,NA,2,680
S010,3,18.698924731182796,16.892473118279568,FALSE,FALSE,13,French,NA,1,664
S010,3,18.698924731182796,16.892473118279568,FALSE,FALSE,13,word,NA,2,1344
S010,3,18.698924731182796,16.892473118279568,FALSE,FALSE,13,concept,NA,2,733
S010,4,19.774193548387096,16.892473118279568,TRUE,TRUE,13,English,15,2,680
S010,4,19.774193548387096,16.892473118279568,TRUE,TRUE,13,French,16,1,664
S010,4,19.774193548387096,16.892473118279568,TRUE,TRUE,13,word,31,2,1344
S010,4,19.774193548387096,16.892473118279568,TRUE,TRUE,13,concept,25,2,733
S010,5,21.107142857142858,16.892473118279568,TRUE,TRUE,13,English,19,2,680
S010,5,21.107142857142858,16.892473118279568,TRUE,TRUE,13,French,17,1,664
S010,5,21.107142857142858,16.892473118279568,TRUE,TRUE,13,word,36,2,1344
S010,5,21.107142857142858,16.892473118279568,TRUE,TRUE,13,concept,29,2,733
S010,6,21.83640552995392,16.892473118279568,TRUE,TRUE,13,English,23,2,680
S010,6,21.83640552995392,16.892473118279568,TRUE,TRUE,13,French,19,1,664
S010,6,21.83640552995392,16.892473118279568,TRUE,TRUE,13,word,42,2,1344
S010,6,21.83640552995392,16.892473118279568,TRUE,TRUE,13,concept,33,2,733
S010,7,22.97741935483871,16.892473118279568,TRUE,TRUE,13,English,29,2,680
S010,7,22.97741935483871,16.892473118279568,TRUE,TRUE,13,French,26,1,664
S010,7,22.97741935483871,16.892473118279568,TRUE,TRUE,13,word,55,2,1344
S010,7,22.97741935483871,16.892473118279568,TRUE,TRUE,13,concept,41,2,733
S010,8,23.827956989247312,16.892473118279568,TRUE,TRUE,13,English,53,2,680
S010,8,23.827956989247312,16.892473118279568,TRUE,TRUE,13,French,35,1,664
S010,8,23.827956989247312,16.892473118279568,TRUE,TRUE,13,word,88,2,1344
S010,8,23.827956989247312,16.892473118279568,TRUE,TRUE,13,concept,67,2,733
S010,9,24.810752688172045,16.892473118279568,TRUE,TRUE,13,English,67,2,680
S010,9,24.810752688172045,16.892473118279568,TRUE,TRUE,13,French,41,1,664
S010,9,24.810752688172045,16.892473118279568,TRUE,TRUE,13,word,108,2,1344
S010,9,24.810752688172045,16.892473118279568,TRUE,TRUE,13,concept,86,2,733
S010,10,25.956989247311828,16.892473118279568,TRUE,TRUE,13,English,95,2,680
S010,10,25.956989247311828,16.892473118279568,TRUE,TRUE,13,French,45,1,664
S010,10,25.956989247311828,16.892473118279568,TRUE,TRUE,13,word,140,2,1344
S010,10,25.956989247311828,16.892473118279568,TRUE,TRUE,13,concept,111,2,733
S010,11,27.032258064516128,16.892473118279568,TRUE,TRUE,13,English,140,2,680
S010,11,27.032258064516128,16.892473118279568,TRUE,TRUE,13,French,81,1,664
S010,11,27.032258064516128,16.892473118279568,TRUE,TRUE,13,word,221,2,1344
S010,11,27.032258064516128,16.892473118279568,TRUE,TRUE,13,concept,167,2,733
S010,12,27.87741935483871,16.892473118279568,TRUE,TRUE,13,English,151,2,680
S010,12,27.87741935483871,16.892473118279568,TRUE,TRUE,13,French,97,1,664
S010,12,27.87741935483871,16.892473118279568,TRUE,TRUE,13,word,248,2,1344
S010,12,27.87741935483871,16.892473118279568,TRUE,TRUE,13,concept,186,2,733
S010,13,28.892473118279568,16.892473118279568,TRUE,TRUE,13,English,185,2,680
S010,13,28.892473118279568,16.892473118279568,TRUE,TRUE,13,French,135,1,664
S010,13,28.892473118279568,16.892473118279568,TRUE,TRUE,13,word,320,2,1344
S010,13,28.892473118279568,16.892473118279568,TRUE,TRUE,13,concept,234,2,733
S010,14,29.97741935483871,16.892473118279568,TRUE,TRUE,13,English,244,2,680
S010,14,29.97741935483871,16.892473118279568,TRUE,TRUE,13,French,194,1,664
S010,14,29.97741935483871,16.892473118279568,TRUE,TRUE,13,word,438,2,1344
S010,14,29.97741935483871,16.892473118279568,TRUE,TRUE,13,concept,304,2,733
S015,1,17.583870967741934,17.583870967741934,TRUE,TRUE,12,English,20,1,680
S015,1,17.583870967741934,17.583870967741934,TRUE,TRUE,12,French,3,1,664
S015,1,17.583870967741934,17.583870967741934,TRUE,TRUE,12,word,23,1,1344
S015,1,17.583870967741934,17.583870967741934,TRUE,TRUE,12,concept,22,1,733
S015,2,18.66021505376344,17.583870967741934,TRUE,TRUE,12,English,31,1,680
S015,2,18.66021505376344,17.583870967741934,TRUE,TRUE,12,French,10,1,664
S015,2,18.66021505376344,17.583870967741934,TRUE,TRUE,12,word,41,1,1344
S015,2,18.66021505376344,17.583870967741934,TRUE,TRUE,12,concept,36,1,733
S015,3,19.64516129032258,17.583870967741934,TRUE,TRUE,12,English,45,1,680
S015,3,19.64516129032258,17.583870967741934,TRUE,TRUE,12,French,15,1,664
S015,3,19.64516129032258,17.583870967741934,TRUE,TRUE,12,word,60,1,1344
S015,3,19.64516129032258,17.583870967741934,TRUE,TRUE,12,concept,53,1,733
S015,4,20.62672811059908,17.583870967741934,TRUE,TRUE,12,English,56,1,680
S015,4,20.62672811059908,17.583870967741934,TRUE,TRUE,12,French,15,1,664
S015,4,20.62672811059908,17.583870967741934,TRUE,TRUE,12,word,71,1,1344
S015,4,20.62672811059908,17.583870967741934,TRUE,TRUE,12,concept,63,1,733
S015,5,21.686635944700463,17.583870967741934,TRUE,TRUE,12,English,91,1,680
S015,5,21.686635944700463,17.583870967741934,TRUE,TRUE,12,French,25,1,664
S015,5,21.686635944700463,17.583870967741934,TRUE,TRUE,12,word,116,1,1344
S015,5,21.686635944700463,17.583870967741934,TRUE,TRUE,12,concept,95,1,733
S015,6,22.817204301075268,17.583870967741934,TRUE,TRUE,12,English,149,1,680
S015,6,22.817204301075268,17.583870967741934,TRUE,TRUE,12,French,36,1,664
S015,6,22.817204301075268,17.583870967741934,TRUE,TRUE,12,word,185,1,1344
S015,6,22.817204301075268,17.583870967741934,TRUE,TRUE,12,concept,152,1,733
S015,7,23.59569892473118,17.583870967741934,TRUE,TRUE,12,English,203,1,680
S015,7,23.59569892473118,17.583870967741934,TRUE,TRUE,12,French,50,1,664
S015,7,23.59569892473118,17.583870967741934,TRUE,TRUE,12,word,253,1,1344
S015,7,23.59569892473118,17.583870967741934,TRUE,TRUE,12,concept,211,1,733
S015,8,24.783870967741937,17.583870967741934,TRUE,TRUE,12,English,256,1,680
S015,8,24.783870967741937,17.583870967741934,TRUE,TRUE,12,French,74,1,664
S015,8,24.783870967741937,17.583870967741934,TRUE,TRUE,12,word,330,1,1344
S015,8,24.783870967741937,17.583870967741934,TRUE,TRUE,12,concept,264,1,733
S015,9,25.69247311827957,17.583870967741934,TRUE,TRUE,12,English,311,1,680
S015,9,25.69247311827957,17.583870967741934,TRUE,TRUE,12,French,139,1,664
S015,9,25.69247311827957,17.583870967741934,TRUE,TRUE,12,word,450,1,1344
S015,9,25.69247311827957,17.583870967741934,TRUE,TRUE,12,concept,328,1,733
S015,10,26.774193548387096,17.583870967741934,TRUE,TRUE,12,English,454,1,680
S015,10,26.774193548387096,17.583870967741934,TRUE,TRUE,12,French,182,1,664
S015,10,26.774193548387096,17.583870967741934,TRUE,TRUE,12,word,636,1,1344
S015,10,26.774193548387096,17.583870967741934,TRUE,TRUE,12,concept,464,1,733
S015,11,27.9505376344086,17.583870967741934,TRUE,TRUE,12,English,494,1,680
S015,11,27.9505376344086,17.583870967741934,TRUE,TRUE,12,French,220,1,664
S015,11,27.9505376344086,17.583870967741934,TRUE,TRUE,12,word,714,1,1344
S015,11,27.9505376344086,17.583870967741934,TRUE,TRUE,12,concept,506,1,733
S015,12,28.498924731182797,17.583870967741934,FALSE,FALSE,12,English,NA,1,680
S015,12,28.498924731182797,17.583870967741934,FALSE,FALSE,12,French,NA,1,664
S015,12,28.498924731182797,17.583870967741934,FALSE,FALSE,12,word,NA,1,1344
S015,12,28.498924731182797,17.583870967741934,FALSE,FALSE,12,concept,NA,1,733
S015,13,29.583870967741937,17.583870967741934,TRUE,TRUE,12,English,545,1,680
S015,13,29.583870967741937,17.583870967741934,TRUE,TRUE,12,French,277,1,664
S015,13,29.583870967741937,17.583870967741934,TRUE,TRUE,12,word,822,1,1344
S015,13,29.583870967741937,17.583870967741934,TRUE,TRUE,12,concept,560,1,733
S019,1,17.517204301075267,17.517204301075267,TRUE,TRUE,13,English,7,0,680
S019,1,17.517204301075267,17.517204301075267,TRUE,TRUE,13,French,14,0,664
S019,1,17.517204301075267,17.517204301075267,TRUE,TRUE,13,word,21,0,1344
S019,1,17.517204301075267,17.517204301075267,TRUE,TRUE,13,concept,17,0,733
S019,2,18.498924731182797,17.517204301075267,TRUE,TRUE,13,English,10,0,680
S019,2,18.498924731182797,17.517204301075267,TRUE,TRUE,13,French,16,0,664
S019,2,18.498924731182797,17.517204301075267,TRUE,TRUE,13,word,26,0,1344
S019,2,18.498924731182797,17.517204301075267,TRUE,TRUE,13,concept,21,0,733
S019,3,19.516129032258064,17.517204301075267,TRUE,TRUE,13,English,15,0,680
S019,3,19.516129032258064,17.517204301075267,TRUE,TRUE,13,French,25,0,664
S019,3,19.516129032258064,17.517204301075267,TRUE,TRUE,13,word,40,0,1344
S019,3,19.516129032258064,17.517204301075267,TRUE,TRUE,13,concept,33,0,733
S019,4,20.51958525345622,17.517204301075267,TRUE,TRUE,13,English,19,0,680
S019,4,20.51958525345622,17.517204301075267,TRUE,TRUE,13,French,39,0,664
S019,4,20.51958525345622,17.517204301075267,TRUE,TRUE,13,word,58,0,1344
S019,4,20.51958525345622,17.517204301075267,TRUE,TRUE,13,concept,49,0,733
S019,5,21.46082949308756,17.517204301075267,TRUE,TRUE,13,English,24,0,680
S019,5,21.46082949308756,17.517204301075267,TRUE,TRUE,13,French,46,0,664
S019,5,21.46082949308756,17.517204301075267,TRUE,TRUE,13,word,70,0,1344
S019,5,21.46082949308756,17.517204301075267,TRUE,TRUE,13,concept,60,0,733
S019,6,22.517204301075267,17.517204301075267,TRUE,TRUE,13,English,30,0,680
S019,6,22.517204301075267,17.517204301075267,TRUE,TRUE,13,French,62,0,664
S019,6,22.517204301075267,17.517204301075267,TRUE,TRUE,13,word,92,0,1344
S019,6,22.517204301075267,17.517204301075267,TRUE,TRUE,13,concept,77,0,733
S019,7,23.498924731182797,17.517204301075267,TRUE,TRUE,13,English,49,0,680
S019,7,23.498924731182797,17.517204301075267,TRUE,TRUE,13,French,82,0,664
S019,7,23.498924731182797,17.517204301075267,TRUE,TRUE,13,word,131,0,1344
S019,7,23.498924731182797,17.517204301075267,TRUE,TRUE,13,concept,106,0,733
S019,8,24.5505376344086,17.517204301075267,TRUE,TRUE,13,English,59,0,680
S019,8,24.5505376344086,17.517204301075267,TRUE,TRUE,13,French,130,0,664
S019,8,24.5505376344086,17.517204301075267,TRUE,TRUE,13,word,189,0,1344
S019,8,24.5505376344086,17.517204301075267,TRUE,TRUE,13,concept,152,0,733
S019,9,25.498924731182797,17.517204301075267,TRUE,TRUE,13,English,61,0,680
S019,9,25.498924731182797,17.517204301075267,TRUE,TRUE,13,French,195,0,664
S019,9,25.498924731182797,17.517204301075267,TRUE,TRUE,13,word,256,0,1344
S019,9,25.498924731182797,17.517204301075267,TRUE,TRUE,13,concept,214,0,733
S019,10,26.516129032258064,17.517204301075267,TRUE,TRUE,13,English,73,0,680
S019,10,26.516129032258064,17.517204301075267,TRUE,TRUE,13,French,229,0,664
S019,10,26.516129032258064,17.517204301075267,TRUE,TRUE,13,word,302,0,1344
S019,10,26.516129032258064,17.517204301075267,TRUE,TRUE,13,concept,251,0,733
S019,11,27.517204301075267,17.517204301075267,TRUE,TRUE,13,English,92,0,680
S019,11,27.517204301075267,17.517204301075267,TRUE,TRUE,13,French,258,0,664
S019,11,27.517204301075267,17.517204301075267,TRUE,TRUE,13,word,350,0,1344
S019,11,27.517204301075267,17.517204301075267,TRUE,TRUE,13,concept,285,0,733
S019,12,28.498924731182797,17.517204301075267,TRUE,TRUE,13,English,121,0,680
S019,12,28.498924731182797,17.517204301075267,TRUE,TRUE,13,French,283,0,664
S019,12,28.498924731182797,17.517204301075267,TRUE,TRUE,13,word,404,0,1344
S019,12,28.498924731182797,17.517204301075267,TRUE,TRUE,13,concept,314,0,733
S019,13,29.5505376344086,17.517204301075267,TRUE,TRUE,13,English,147,0,680
S019,13,29.5505376344086,17.517204301075267,TRUE,TRUE,13,French,316,0,664
S019,13,29.5505376344086,17.517204301075267,TRUE,TRUE,13,word,463,0,1344
S019,13,29.5505376344086,17.517204301075267,TRUE,TRUE,13,concept,348,0,733
S023,1,16.39462365591398,16.39462365591398,TRUE,TRUE,14,English,83,0,680
S023,1,16.39462365591398,16.39462365591398,TRUE,TRUE,14,French,21,2,664
S023,1,16.39462365591398,16.39462365591398,TRUE,TRUE,14,word,104,2,1344
S023,1,16.39462365591398,16.39462365591398,TRUE,TRUE,14,concept,90,2,733
S023,2,17.29032258064516,16.39462365591398,TRUE,TRUE,14,English,123,0,680
S023,2,17.29032258064516,16.39462365591398,TRUE,TRUE,14,French,23,2,664
S023,2,17.29032258064516,16.39462365591398,TRUE,TRUE,14,word,146,2,1344
S023,2,17.29032258064516,16.39462365591398,TRUE,TRUE,14,concept,131,2,733
S023,3,18.329493087557605,16.39462365591398,TRUE,TRUE,14,English,198,0,680
S023,3,18.329493087557605,16.39462365591398,TRUE,TRUE,14,French,41,2,664
S023,3,18.329493087557605,16.39462365591398,TRUE,TRUE,14,word,239,2,1344
S023,3,18.329493087557605,16.39462365591398,TRUE,TRUE,14,concept,212,2,733
S023,4,19.307603686635943,16.39462365591398,TRUE,TRUE,14,English,246,0,680
S023,4,19.307603686635943,16.39462365591398,TRUE,TRUE,14,French,58,2,664
S023,4,19.307603686635943,16.39462365591398,TRUE,TRUE,14,word,304,2,1344
S023,4,19.307603686635943,16.39462365591398,TRUE,TRUE,14,concept,263,2,733
S023,5,20.358064516129033,16.39462365591398,TRUE,TRUE,14,English,335,0,680
S023,5,20.358064516129033,16.39462365591398,TRUE,TRUE,14,French,75,2,664
S023,5,20.358064516129033,16.39462365591398,TRUE,TRUE,14,word,410,2,1344
S023,5,20.358064516129033,16.39462365591398,TRUE,TRUE,14,concept,353,2,733
S023,6,21.45913978494624,16.39462365591398,TRUE,TRUE,14,English,372,0,680
S023,6,21.45913978494624,16.39462365591398,TRUE,TRUE,14,French,91,2,664
S023,6,21.45913978494624,16.39462365591398,TRUE,TRUE,14,word,463,2,1344
S023,6,21.45913978494624,16.39462365591398,TRUE,TRUE,14,concept,394,2,733
S023,7,22.358064516129033,16.39462365591398,TRUE,TRUE,14,English,422,0,680
S023,7,22.358064516129033,16.39462365591398,TRUE,TRUE,14,French,121,2,664
S023,7,22.358064516129033,16.39462365591398,TRUE,TRUE,14,word,543,2,1344
S023,7,22.358064516129033,16.39462365591398,TRUE,TRUE,14,concept,443,2,733
S023,8,23.426881720430107,16.39462365591398,TRUE,TRUE,14,English,504,0,680
S023,8,23.426881720430107,16.39462365591398,TRUE,TRUE,14,French,149,2,664
S023,8,23.426881720430107,16.39462365591398,TRUE,TRUE,14,word,653,2,1344
